Delivery Day,Hours,"Prices
(EUR/MWh)"
3/4/2023,H6,159.8
3/4/2023,H7,185
3/4/2023,H8,217.09
3/4/2023,H9,193.63
3/4/2023,H10,170.28
3/4/2023,H11,160.84
3/4/2023,H12,153.74
3/4/2023,H13,147.76
3/4/2023,H14,146.68
3/4/2023,H15,148.17
3/4/2023,H16,153.37
3/4/2023,H17,161.83
3/4/2023,H18,184.66
3/4/2023,H19,179.56
3/4/2023,H20,152.51
3/4/2023,H21,135.35
3/4/2023,H22,122.53
3/4/2023,H23,110.65
3/4/2023,H24,145
3/5/2023,H1,124.12
3/5/2023,H2,120
3/5/2023,H3,115.33
3/5/2023,H4,114.85
3/5/2023,H5,124.91
3/5/2023,H6,142.51
3/5/2023,H7,161.63
3/5/2023,H8,152.67
3/5/2023,H9,124.9
3/5/2023,H10,114.54
3/5/2023,H11,113.26
3/5/2023,H12,108.03
3/5/2023,H13,111.54
3/5/2023,H14,114.24
3/5/2023,H15,117.45
3/5/2023,H16,109.87
3/5/2023,H17,124.32
3/5/2023,H18,140
3/5/2023,H19,158.5
3/5/2023,H20,182.54
3/5/2023,H21,132.98
3/5/2023,H22,125.63
3/5/2023,H23,110.38
3/5/2023,H24,139.06
3/6/2023,H1,99.62
3/6/2023,H2,95.71
3/6/2023,H3,91.7
3/6/2023,H4,89.93
3/6/2023,H5,91.7
3/6/2023,H6,97.2
3/6/2023,H7,99.02
3/6/2023,H8,95.13
3/6/2023,H9,93.28
3/6/2023,H10,82.53
3/6/2023,H11,74.42
3/6/2023,H12,71.14
3/6/2023,H13,55.76
3/6/2023,H14,50
3/6/2023,H15,63.16
3/6/2023,H16,74.64
3/6/2023,H17,90.3
3/6/2023,H18,102.73
3/6/2023,H19,108.54
3/6/2023,H20,112.19
3/6/2023,H21,108.71
3/6/2023,H22,103.12
3/6/2023,H23,92.38
3/6/2023,H24,135.54
3/7/2023,H1,79.48
3/7/2023,H2,77.94
3/7/2023,H3,80.81
3/7/2023,H4,83.38
3/7/2023,H5,87.93
3/7/2023,H6,106.4
3/7/2023,H7,139.54
3/7/2023,H8,122.33
3/7/2023,H9,94.9
3/7/2023,H10,87.28
3/7/2023,H11,83.35
3/7/2023,H12,78.05
3/7/2023,H13,74.25
3/7/2023,H14,70.27
3/7/2023,H15,73.6
3/7/2023,H16,79.18
3/7/2023,H17,89.03
3/7/2023,H18,101.39
3/7/2023,H19,128.84
3/7/2023,H20,146.73
3/7/2023,H21,123.51
3/7/2023,H22,101.37
3/7/2023,H23,89.99
3/7/2023,H24,106.71
3/8/2023,H1,84
3/8/2023,H2,82.4
3/8/2023,H3,83.05
3/8/2023,H4,85.01
3/8/2023,H5,94.37
3/8/2023,H6,113.75
3/8/2023,H7,130.51
3/8/2023,H8,124.85
3/8/2023,H9,110.97
3/8/2023,H10,95
3/8/2023,H11,86.16
3/8/2023,H12,82.85
3/8/2023,H13,80.4
3/8/2023,H14,79.65
3/8/2023,H15,84.05
3/8/2023,H16,88.1
3/8/2023,H17,100.33
3/8/2023,H18,120.97
3/8/2023,H19,150.58
3/8/2023,H20,178.28
3/8/2023,H21,177.96
3/8/2023,H22,135.9
3/8/2023,H23,118.98
3/8/2023,H24,80.19
3/9/2023,H1,68.03
3/9/2023,H2,58.34
3/9/2023,H3,54.29
3/9/2023,H4,44.24
3/9/2023,H5,30.6
3/9/2023,H6,25.53
3/9/2023,H7,54.66
3/9/2023,H8,54.38
3/9/2023,H9,45.58
3/9/2023,H10,44.29
3/9/2023,H11,38.79
3/9/2023,H12,47.3
3/9/2023,H13,10.59
3/9/2023,H14,15.28
3/9/2023,H15,10.91
3/9/2023,H16,46.92
3/9/2023,H17,31.72
3/9/2023,H18,59.34
3/9/2023,H19,80.32
3/9/2023,H20,94.51
3/9/2023,H21,97.43
3/9/2023,H22,71.86
3/9/2023,H23,48.54
3/9/2023,H24,91.62
3/10/2023,H1,85.52
3/10/2023,H2,91.7
3/10/2023,H3,90.78
3/10/2023,H4,91.47
3/10/2023,H5,101.31
3/10/2023,H6,119.48
3/10/2023,H7,140.32
3/10/2023,H8,119.19
3/10/2023,H9,97.73
3/10/2023,H10,88.65
3/10/2023,H11,82.1
3/10/2023,H12,75.2
3/10/2023,H13,74.05
3/10/2023,H14,75.48
3/10/2023,H15,82.5
3/10/2023,H16,91.44
3/10/2023,H17,105.87
3/10/2023,H18,145.83
3/10/2023,H19,189.11
3/10/2023,H20,166.04
3/10/2023,H21,123.13
3/10/2023,H22,105.5
3/10/2023,H23,95.72
3/10/2023,H24,87.69
3/11/2023,H1,84.86
3/11/2023,H2,79.77
3/11/2023,H3,75.06
3/11/2023,H4,86
3/11/2023,H5,90.2
3/11/2023,H6,143.68
3/11/2023,H7,164.15
3/11/2023,H8,122.11
3/11/2023,H9,104.39
3/11/2023,H10,86.53
3/11/2023,H11,74.83
3/11/2023,H12,77.61
3/11/2023,H13,72.13
3/11/2023,H14,77.54
3/11/2023,H15,93.2
3/11/2023,H16,111.21
3/11/2023,H17,144.1
3/11/2023,H18,167.67
3/11/2023,H19,211.86
3/11/2023,H20,151.49
3/11/2023,H21,117.07
3/11/2023,H22,108.65
3/11/2023,H23,76.73
3/11/2023,H24,88.89
3/12/2023,H1,2.39
3/12/2023,H2,1.01
3/12/2023,H3,0.88
3/12/2023,H4,4.3
3/12/2023,H5,16.93
3/12/2023,H6,80
3/12/2023,H7,102.49
3/12/2023,H8,99.2
3/12/2023,H9,75.05
3/12/2023,H10,60.37
3/12/2023,H11,57.02
3/12/2023,H12,58.05
3/12/2023,H13,66.98
3/12/2023,H14,97.91
3/12/2023,H15,123.59
3/12/2023,H16,160.57
3/12/2023,H17,199.48
3/12/2023,H18,181.15
3/12/2023,H19,170.49
3/12/2023,H20,167.93
3/12/2023,H21,145.98
3/12/2023,H22,128.06
3/12/2023,H23,95.94
3/12/2023,H24,87.39
3/13/2023,H1,93.1
3/13/2023,H2,92.57
3/13/2023,H3,90.96
3/13/2023,H4,90.59
3/13/2023,H5,93.89
3/13/2023,H6,109.29
3/13/2023,H7,133.8
3/13/2023,H8,167
3/13/2023,H9,166.54
3/13/2023,H10,150
3/13/2023,H11,146.29
3/13/2023,H12,145.05
3/13/2023,H13,141.13
3/13/2023,H14,140.86
3/13/2023,H15,143.99
3/13/2023,H16,164
3/13/2023,H17,178.07
3/13/2023,H18,165.28
3/13/2023,H19,149.93
3/13/2023,H20,129.91
3/13/2023,H21,115.68
3/13/2023,H22,107.33
3/13/2023,H23,100.44
3/13/2023,H24,5.59
3/14/2023,H1,105.06
3/14/2023,H2,99.97
3/14/2023,H3,94.05
3/14/2023,H4,100.03
3/14/2023,H5,130.08
3/14/2023,H6,140.25
3/14/2023,H7,165.82
3/14/2023,H8,145.5
3/14/2023,H9,160.63
3/14/2023,H10,149.75
3/14/2023,H11,148.69
3/14/2023,H12,154.03
3/14/2023,H13,134.91
3/14/2023,H14,156.72
3/14/2023,H15,221.83
3/14/2023,H16,349.68
3/14/2023,H17,362.99
3/14/2023,H18,303.74
3/14/2023,H19,313.47
3/14/2023,H20,213.04
3/14/2023,H21,173.32
3/14/2023,H22,147.25
3/14/2023,H23,101.25
3/14/2023,H24,94.97
3/15/2023,H1,146.39
3/15/2023,H2,142.89
3/15/2023,H3,143.04
3/15/2023,H4,141.68
3/15/2023,H5,150.91
3/15/2023,H6,170.54
3/15/2023,H7,198.73
3/15/2023,H8,215.53
3/15/2023,H9,192.93
3/15/2023,H10,174.62
3/15/2023,H11,157.12
3/15/2023,H12,156.97
3/15/2023,H13,155.69
3/15/2023,H14,163.17
3/15/2023,H15,172.05
3/15/2023,H16,189.98
3/15/2023,H17,222.26
3/15/2023,H18,245.6
3/15/2023,H19,229
3/15/2023,H20,199.3
3/15/2023,H21,188.18
3/15/2023,H22,174.49
3/15/2023,H23,163.73
3/15/2023,H24,113.19
3/16/2023,H1,117.88
3/16/2023,H2,109.19
3/16/2023,H3,108.62
3/16/2023,H4,115.28
3/16/2023,H5,129.69
3/16/2023,H6,147.88
3/16/2023,H7,181.38
3/16/2023,H8,184.4
3/16/2023,H9,148.23
3/16/2023,H10,132.92
3/16/2023,H11,131.76
3/16/2023,H12,118.66
3/16/2023,H13,116.37
3/16/2023,H14,113.06
3/16/2023,H15,130.89
3/16/2023,H16,135.45
3/16/2023,H17,148.79
3/16/2023,H18,166.45
3/16/2023,H19,185.31
3/16/2023,H20,150.53
3/16/2023,H21,143.01
3/16/2023,H22,121.04
3/16/2023,H23,114.03
3/16/2023,H24,148.57
3/17/2023,H1,101.56
3/17/2023,H2,99.96
3/17/2023,H3,99.86
3/17/2023,H4,102.16
3/17/2023,H5,107.98
3/17/2023,H6,106.44
3/17/2023,H7,120.7
3/17/2023,H8,124.28
3/17/2023,H9,125.92
3/17/2023,H10,124.49
3/17/2023,H11,123.46
3/17/2023,H12,114.82
3/17/2023,H13,110.42
3/17/2023,H14,110.24
3/17/2023,H15,115.6
3/17/2023,H16,116.22
3/17/2023,H17,120.69
3/17/2023,H18,132.28
3/17/2023,H19,140.43
3/17/2023,H20,143.74
3/17/2023,H21,137.24
3/17/2023,H22,137.3
3/17/2023,H23,132.8
3/17/2023,H24,122.56
3/18/2023,H1,87.51
3/18/2023,H2,83.06
3/18/2023,H3,83.57
3/18/2023,H4,83.03
3/18/2023,H5,84.11
3/18/2023,H6,83.14
3/18/2023,H7,82.01
3/18/2023,H8,76.11
3/18/2023,H9,68.95
3/18/2023,H10,41.57
3/18/2023,H11,18.32
3/18/2023,H12,14.88
3/18/2023,H13,11.18
3/18/2023,H14,6.15
3/18/2023,H15,17.83
3/18/2023,H16,57.43
3/18/2023,H17,76.35
3/18/2023,H18,95.85
3/18/2023,H19,106.95
3/18/2023,H20,129.54
3/18/2023,H21,107.76
3/18/2023,H22,103.64
3/18/2023,H23,96.9
3/18/2023,H24,104.65
3/19/2023,H1,87.88
3/19/2023,H2,87.7
3/19/2023,H3,88.1
3/19/2023,H4,87.75
3/19/2023,H5,92.66
3/19/2023,H6,119.47
3/19/2023,H7,138.1
3/19/2023,H8,114.07
3/19/2023,H9,98.37
3/19/2023,H10,93.07
3/19/2023,H11,86.6
3/19/2023,H12,79.95
3/19/2023,H13,77.2
3/19/2023,H14,76.45
3/19/2023,H15,79.15
3/19/2023,H16,84.94
3/19/2023,H17,92.32
3/19/2023,H18,100.63
3/19/2023,H19,135.13
3/19/2023,H20,143.76
3/19/2023,H21,125.56
3/19/2023,H22,105.82
3/19/2023,H23,94.9
3/19/2023,H24,95.83
3/20/2023,H1,103.51
3/20/2023,H2,97.6
3/20/2023,H3,94.92
3/20/2023,H4,95.07
3/20/2023,H5,99.89
3/20/2023,H6,127.11
3/20/2023,H7,120.69
3/20/2023,H8,108.73
3/20/2023,H9,91.79
3/20/2023,H10,84
3/20/2023,H11,79.12
3/20/2023,H12,74.9
3/20/2023,H13,66.57
3/20/2023,H14,64.98
3/20/2023,H15,66.18
3/20/2023,H16,80.29
3/20/2023,H17,90
3/20/2023,H18,117
3/20/2023,H19,142.41
3/20/2023,H20,167.17
3/20/2023,H21,137.83
3/20/2023,H22,117.27
3/20/2023,H23,101.56
3/20/2023,H24,92.52
3/21/2023,H1,40.39
3/21/2023,H2,16.72
3/21/2023,H3,6.98
3/21/2023,H4,7.08
3/21/2023,H5,7.1
3/21/2023,H6,66.12
3/21/2023,H7,72.03
3/21/2023,H8,70.02
3/21/2023,H9,46.9
3/21/2023,H10,10.86
3/21/2023,H11,7.29
3/21/2023,H12,7.52
3/21/2023,H13,6.01
3/21/2023,H14,3.46
3/21/2023,H15,98.52
3/21/2023,H16,103.46
3/21/2023,H17,124.36
3/21/2023,H18,185.12
3/21/2023,H19,187.19
3/21/2023,H20,192.8
3/21/2023,H21,150.04
3/21/2023,H22,110.8
3/21/2023,H23,100
3/21/2023,H24,114
3/22/2023,H1,91.37
3/22/2023,H2,89.31
3/22/2023,H3,84.21
3/22/2023,H4,87.02
3/22/2023,H5,91.72
3/22/2023,H6,114.76
3/22/2023,H7,130
3/22/2023,H8,126
3/22/2023,H9,102.68
3/22/2023,H10,82.08
3/22/2023,H11,62.27
3/22/2023,H12,66.93
3/22/2023,H13,66.79
3/22/2023,H14,72.02
3/22/2023,H15,82
3/22/2023,H16,88.3
3/22/2023,H17,103.14
3/22/2023,H18,133.53
3/22/2023,H19,167.27
3/22/2023,H20,147.11
3/22/2023,H21,118
3/22/2023,H22,101.4
3/22/2023,H23,89.84
3/22/2023,H24,53.17
3/23/2023,H1,101.08
3/23/2023,H2,101.38
3/23/2023,H3,87.94
3/23/2023,H4,52.32
3/23/2023,H5,59.43
3/23/2023,H6,104.13
3/23/2023,H7,91.75
3/23/2023,H8,99.32
3/23/2023,H9,84.98
3/23/2023,H10,47.17
3/23/2023,H11,19.34
3/23/2023,H12,10.18
3/23/2023,H13,0.22
3/23/2023,H14,1
3/23/2023,H15,22.01
3/23/2023,H16,65.19
3/23/2023,H17,86.44
3/23/2023,H18,102.28
3/23/2023,H19,108.91
3/23/2023,H20,100
3/23/2023,H21,83.99
3/23/2023,H22,76.19
3/23/2023,H23,72
3/23/2023,H24,95.42
3/24/2023,H1,79.49
3/24/2023,H2,71.57
3/24/2023,H3,68.01
3/24/2023,H4,70.25
3/24/2023,H5,83.26
3/24/2023,H6,115.84
3/24/2023,H7,133.6
3/24/2023,H8,138.71
3/24/2023,H9,119.75
3/24/2023,H10,100.1
3/24/2023,H11,89.03
3/24/2023,H12,86.21
3/24/2023,H13,88.79
3/24/2023,H14,109.58
3/24/2023,H15,126.92
3/24/2023,H16,173.57
3/24/2023,H17,180.31
3/24/2023,H18,171.02
3/24/2023,H19,194.14
3/24/2023,H20,120.99
3/24/2023,H21,92.98
3/24/2023,H22,94.13
3/24/2023,H23,76.98
3/24/2023,H24,132.75
3/25/2023,H1,97.85
3/25/2023,H2,96.86
3/25/2023,H3,91.81
3/25/2023,H4,89.92
3/25/2023,H5,94.53
3/25/2023,H6,115.7
3/25/2023,H7,131.35
3/25/2023,H8,150
3/25/2023,H9,137.7
3/25/2023,H10,132.87
3/25/2023,H11,136.09
3/25/2023,H12,137.37
3/25/2023,H13,133.61
3/25/2023,H14,133.27
3/25/2023,H15,133.48
3/25/2023,H16,137.98
3/25/2023,H17,137.31
3/25/2023,H18,136.22
3/25/2023,H19,132.06
3/25/2023,H20,124.73
3/25/2023,H21,112.11
3/25/2023,H22,107.17
3/25/2023,H23,87.08
3/25/2023,H24,83.32
3/26/2023,H1,88.35
3/26/2023,H2,76.64
3/26/2023,H3,60.03
3/26/2023,H4,76.18
3/26/2023,H5,73.39
3/26/2023,H6,81.64
3/26/2023,H7,90.82
3/26/2023,H8,95.71
3/26/2023,H9,105.82
3/26/2023,H10,106.83
3/26/2023,H11,103.87
3/26/2023,H12,101.69
3/26/2023,H13,99
3/26/2023,H14,104.29
3/26/2023,H15,110.12
3/26/2023,H16,135.03
3/26/2023,H17,143.54
3/26/2023,H18,133
3/26/2023,H19,133.66
3/26/2023,H20,129.83
3/26/2023,H21,110.74
3/26/2023,H22,100.79
3/26/2023,H23,81.26
3/26/2023,H24,99.2
3/27/2023,H1,155.57
3/27/2023,H2,150.05
3/27/2023,H3,148.24
3/27/2023,H4,145.97
3/27/2023,H5,152.78
3/27/2023,H6,175.78
3/27/2023,H7,196.64
3/27/2023,H8,220.07
3/27/2023,H9,180.98
3/27/2023,H10,149.15
3/27/2023,H11,144.23
3/27/2023,H12,144.4
3/27/2023,H13,144.47
3/27/2023,H14,155.61
3/27/2023,H15,162.53
3/27/2023,H16,170.14
3/27/2023,H17,183.99
3/27/2023,H18,192.45
3/27/2023,H19,182.07
3/27/2023,H20,163.49
3/27/2023,H21,155.24
3/27/2023,H22,136.31
3/27/2023,H23,130.26
3/27/2023,H24,94.17
3/28/2023,H1,113.19
3/28/2023,H2,112.02
3/28/2023,H3,111
3/28/2023,H4,111
3/28/2023,H5,118.23
3/28/2023,H6,140.68
3/28/2023,H7,158.53
3/28/2023,H8,173.1
3/28/2023,H9,163.29
3/28/2023,H10,154.49
3/28/2023,H11,144.81
3/28/2023,H12,138.37
3/28/2023,H13,134.35
3/28/2023,H14,141.26
3/28/2023,H15,143.2
3/28/2023,H16,145.19
3/28/2023,H17,153.22
3/28/2023,H18,166.89
3/28/2023,H19,170.02
3/28/2023,H20,153.77
3/28/2023,H21,139.75
3/28/2023,H22,132.55
3/28/2023,H23,119
3/28/2023,H24,160.54
3/29/2023,H1,113.96
3/29/2023,H2,114.44
3/29/2023,H3,110.75
3/29/2023,H4,110.78
3/29/2023,H5,112.16
3/29/2023,H6,114.99
3/29/2023,H7,129.35
3/29/2023,H8,133.51
3/29/2023,H9,129.85
3/29/2023,H10,118.68
3/29/2023,H11,106.94
3/29/2023,H12,101.09
3/29/2023,H13,97.75
3/29/2023,H14,93.92
3/29/2023,H15,93.9
3/29/2023,H16,100.83
3/29/2023,H17,107.17
3/29/2023,H18,129.95
3/29/2023,H19,162.15
3/29/2023,H20,145.24
3/29/2023,H21,137.31
3/29/2023,H22,134.9
3/29/2023,H23,126.98
3/29/2023,H24,115.69
3/30/2023,H1,84.75
3/30/2023,H2,84.34
3/30/2023,H3,83.27
3/30/2023,H4,84.1
3/30/2023,H5,90.91
3/30/2023,H6,103.06
3/30/2023,H7,117.35
3/30/2023,H8,110.97
3/30/2023,H9,100.01
3/30/2023,H10,91.8
3/30/2023,H11,81.82
3/30/2023,H12,81.11
3/30/2023,H13,75.67
3/30/2023,H14,74.32
3/30/2023,H15,78
3/30/2023,H16,84.01
3/30/2023,H17,97.05
3/30/2023,H18,109.76
3/30/2023,H19,140
3/30/2023,H20,171.77
3/30/2023,H21,121.99
3/30/2023,H22,113.74
3/30/2023,H23,100.33
3/30/2023,H24,124.24
3/31/2023,H1,89.26
3/31/2023,H2,83
3/31/2023,H3,79.31
3/31/2023,H4,80.56
3/31/2023,H5,86.05
3/31/2023,H6,92.24
3/31/2023,H7,93.22
3/31/2023,H8,91.4
3/31/2023,H9,84.04
3/31/2023,H10,74.64
3/31/2023,H11,68.5
3/31/2023,H12,64.22
3/31/2023,H13,63.94
3/31/2023,H14,64.06
3/31/2023,H15,67.93
3/31/2023,H16,71.17
3/31/2023,H17,76.1
3/31/2023,H18,90.26
3/31/2023,H19,101.94
3/31/2023,H20,112.22
3/31/2023,H21,104.53
3/31/2023,H22,96.58
3/31/2023,H23,91
3/31/2023,H24,88.45
4/1/2023,H1,92.18
4/1/2023,H2,89.97
4/1/2023,H3,86.15
4/1/2023,H4,86.92
4/1/2023,H5,91.98
4/1/2023,H6,84.11
4/1/2023,H7,90.1
4/1/2023,H8,86.3
4/1/2023,H9,76.04
4/1/2023,H10,60.9
4/1/2023,H11,46.32
4/1/2023,H12,36.11
4/1/2023,H13,20.97
4/1/2023,H14,19
4/1/2023,H15,40
4/1/2023,H16,60.9
4/1/2023,H17,83.4
4/1/2023,H18,107.3
4/1/2023,H19,122.39
4/1/2023,H20,128.76
4/1/2023,H21,132.9
4/1/2023,H22,130.32
4/1/2023,H23,115.92
4/1/2023,H24,93.93
4/2/2023,H1,28.84
4/2/2023,H2,14.34
4/2/2023,H3,13.73
4/2/2023,H4,-2.09
4/2/2023,H5,2.14
4/2/2023,H6,5.53
4/2/2023,H7,19.3
4/2/2023,H8,50
4/2/2023,H9,9.48
4/2/2023,H10,0.8
4/2/2023,H11,0.95
4/2/2023,H12,-4.3
4/2/2023,H13,-5.69
4/2/2023,H14,-10.46
4/2/2023,H15,-4.38
4/2/2023,H16,21.83
4/2/2023,H17,16.06
4/2/2023,H18,91.06
4/2/2023,H19,104.92
4/2/2023,H20,121.79
4/2/2023,H21,95.95
4/2/2023,H22,87.26
4/2/2023,H23,60.58
4/2/2023,H24,100.27
4/3/2023,H1,81.52
4/3/2023,H2,82.06
4/3/2023,H3,82.1
4/3/2023,H4,86.7
4/3/2023,H5,92.67
4/3/2023,H6,112.34
4/3/2023,H7,132.46
4/3/2023,H8,123.11
4/3/2023,H9,100.98
4/3/2023,H10,85.92
4/3/2023,H11,82.48
4/3/2023,H12,76.11
4/3/2023,H13,71.17
4/3/2023,H14,72.62
4/3/2023,H15,80.23
4/3/2023,H16,88.41
4/3/2023,H17,107.9
4/3/2023,H18,167.19
4/3/2023,H19,217.84
4/3/2023,H20,191.36
4/3/2023,H21,132.08
4/3/2023,H22,113.93
4/3/2023,H23,105.98
4/3/2023,H24,46.39
4/4/2023,H1,71.92
4/4/2023,H2,70.93
4/4/2023,H3,70.89
4/4/2023,H4,71.81
4/4/2023,H5,77.09
4/4/2023,H6,83.51
4/4/2023,H7,99.14
4/4/2023,H8,87.06
4/4/2023,H9,81.67
4/4/2023,H10,72.01
4/4/2023,H11,64.99
4/4/2023,H12,53.24
4/4/2023,H13,49.56
4/4/2023,H14,49.65
4/4/2023,H15,70.83
4/4/2023,H16,85.96
4/4/2023,H17,111.21
4/4/2023,H18,134.57
4/4/2023,H19,160.74
4/4/2023,H20,131.85
4/4/2023,H21,110.2
4/4/2023,H22,104.42
4/4/2023,H23,96.34
4/4/2023,H24,84.62
4/5/2023,H1,74.84
4/5/2023,H2,72.13
4/5/2023,H3,62.53
4/5/2023,H4,66.76
4/5/2023,H5,75.01
4/5/2023,H6,90.14
4/5/2023,H7,111.57
4/5/2023,H8,111.47
4/5/2023,H9,94.93
4/5/2023,H10,85.34
4/5/2023,H11,78.85
4/5/2023,H12,76.35
4/5/2023,H13,80.18
4/5/2023,H14,91.48
4/5/2023,H15,105.13
4/5/2023,H16,133.99
4/5/2023,H17,140.07
4/5/2023,H18,139.94
4/5/2023,H19,128.89
4/5/2023,H20,122.86
4/5/2023,H21,95.55
4/5/2023,H22,86.8
4/5/2023,H23,73.21
4/5/2023,H24,74.36
4/6/2023,H1,83.26
4/6/2023,H2,81.43
4/6/2023,H3,79.52
4/6/2023,H4,80
4/6/2023,H5,87.04
4/6/2023,H6,112.71
4/6/2023,H7,121.13
4/6/2023,H8,123.43
4/6/2023,H9,124.29
4/6/2023,H10,121.19
4/6/2023,H11,121.9
4/6/2023,H12,121.99
4/6/2023,H13,122.18
4/6/2023,H14,122.33
4/6/2023,H15,121.48
4/6/2023,H16,123.22
4/6/2023,H17,122.92
4/6/2023,H18,118.6
4/6/2023,H19,120.68
4/6/2023,H20,110.28
4/6/2023,H21,101.12
4/6/2023,H22,101.42
4/6/2023,H23,90.58
4/6/2023,H24,78.72
4/7/2023,H1,64.38
4/7/2023,H2,60.28
4/7/2023,H3,39.41
4/7/2023,H4,50.78
4/7/2023,H5,79.86
4/7/2023,H6,122.13
4/7/2023,H7,169.61
4/7/2023,H8,180
4/7/2023,H9,179.4
4/7/2023,H10,171.85
4/7/2023,H11,177.53
4/7/2023,H12,173.67
4/7/2023,H13,174.54
4/7/2023,H14,171.7
4/7/2023,H15,183
4/7/2023,H16,184.47
4/7/2023,H17,196.53
4/7/2023,H18,182.18
4/7/2023,H19,180.8
4/7/2023,H20,167.99
4/7/2023,H21,141.09
4/7/2023,H22,132
4/7/2023,H23,108.31
4/7/2023,H24,87.09
4/8/2023,H1,126.26
4/8/2023,H2,123.05
4/8/2023,H3,122.09
4/8/2023,H4,126.85
4/8/2023,H5,140.38
4/8/2023,H6,163.34
4/8/2023,H7,186.55
4/8/2023,H8,169.14
4/8/2023,H9,157.21
4/8/2023,H10,133.6
4/8/2023,H11,135.73
4/8/2023,H12,135.63
4/8/2023,H13,136.46
4/8/2023,H14,139.27
4/8/2023,H15,156.21
4/8/2023,H16,171.81
4/8/2023,H17,233.47
4/8/2023,H18,225
4/8/2023,H19,235.42
4/8/2023,H20,185.43
4/8/2023,H21,144.1
4/8/2023,H22,144.74
4/8/2023,H23,145.39
4/8/2023,H24,75.13
4/9/2023,H1,111.39
4/9/2023,H2,111.02
4/9/2023,H3,109.38
4/9/2023,H4,111.22
4/9/2023,H5,113.02
4/9/2023,H6,137.55
4/9/2023,H7,152.7
4/9/2023,H8,160.09
4/9/2023,H9,154.66
4/9/2023,H10,145.88
4/9/2023,H11,136.24
4/9/2023,H12,125.49
4/9/2023,H13,119.68
4/9/2023,H14,119.95
4/9/2023,H15,129.51
4/9/2023,H16,133.9
4/9/2023,H17,147.58
4/9/2023,H18,154.28
4/9/2023,H19,153.97
4/9/2023,H20,147.2
4/9/2023,H21,131.21
4/9/2023,H22,123.82
4/9/2023,H23,109.7
4/9/2023,H24,119.99
4/10/2023,H1,117.86
4/10/2023,H2,119.83
4/10/2023,H3,117.99
4/10/2023,H4,118.24
4/10/2023,H5,117.86
4/10/2023,H6,120
4/10/2023,H7,118.9
4/10/2023,H8,122.98
4/10/2023,H9,112.21
4/10/2023,H10,100
4/10/2023,H11,87
4/10/2023,H12,81.96
4/10/2023,H13,60.01
4/10/2023,H14,55
4/10/2023,H15,56
4/10/2023,H16,74
4/10/2023,H17,86.35
4/10/2023,H18,115.2
4/10/2023,H19,129.97
4/10/2023,H20,133.46
4/10/2023,H21,126.39
4/10/2023,H22,115
4/10/2023,H23,106.94
4/10/2023,H24,113.66
4/11/2023,H1,87.52
4/11/2023,H2,84.6
4/11/2023,H3,84.17
4/11/2023,H4,85.25
4/11/2023,H5,92.45
4/11/2023,H6,111.58
4/11/2023,H7,121
4/11/2023,H8,117.88
4/11/2023,H9,104.83
4/11/2023,H10,89.48
4/11/2023,H11,83.11
4/11/2023,H12,81.79
4/11/2023,H13,81.58
4/11/2023,H14,81.34
4/11/2023,H15,79.5
4/11/2023,H16,84.44
4/11/2023,H17,100.06
4/11/2023,H18,116.5
4/11/2023,H19,129.49
4/11/2023,H20,173.44
4/11/2023,H21,116.28
4/11/2023,H22,104.67
4/11/2023,H23,89.93
4/11/2023,H24,127.99
4/12/2023,H1,89.7
4/12/2023,H2,79.73
4/12/2023,H3,76
4/12/2023,H4,76.22
4/12/2023,H5,87.77
4/12/2023,H6,101.3
4/12/2023,H7,103.97
4/12/2023,H8,103.94
4/12/2023,H9,91.39
4/12/2023,H10,82.26
4/12/2023,H11,75.43
4/12/2023,H12,70.03
4/12/2023,H13,65.7
4/12/2023,H14,64.06
4/12/2023,H15,68.39
4/12/2023,H16,72.64
4/12/2023,H17,80.63
4/12/2023,H18,95
4/12/2023,H19,104.12
4/12/2023,H20,106.45
4/12/2023,H21,104.12
4/12/2023,H22,97.48
4/12/2023,H23,86
4/12/2023,H24,95.96
4/13/2023,H1,101.74
4/13/2023,H2,101.82
4/13/2023,H3,94.95
4/13/2023,H4,94.54
4/13/2023,H5,94.78
4/13/2023,H6,91.75
4/13/2023,H7,88.25
4/13/2023,H8,92.52
4/13/2023,H9,82.87
4/13/2023,H10,64.44
4/13/2023,H11,53.57
4/13/2023,H12,44.83
4/13/2023,H13,35.89
4/13/2023,H14,43.57
4/13/2023,H15,53.48
4/13/2023,H16,75.64
4/13/2023,H17,82.4
4/13/2023,H18,104.56
4/13/2023,H19,121.52
4/13/2023,H20,132.01
4/13/2023,H21,134.1
4/13/2023,H22,132.12
4/13/2023,H23,119.6
4/13/2023,H24,95
4/14/2023,H1,72.18
4/14/2023,H2,70.03
4/14/2023,H3,67.81
4/14/2023,H4,74.12
4/14/2023,H5,83.95
4/14/2023,H6,98.16
4/14/2023,H7,105.7
4/14/2023,H8,106.44
4/14/2023,H9,98.33
4/14/2023,H10,88.97
4/14/2023,H11,81.65
4/14/2023,H12,66.95
4/14/2023,H13,62.24
4/14/2023,H14,46.95
4/14/2023,H15,66.63
4/14/2023,H16,72.38
4/14/2023,H17,88.3
4/14/2023,H18,99.07
4/14/2023,H19,120.35
4/14/2023,H20,142.09
4/14/2023,H21,131.46
4/14/2023,H22,122.47
4/14/2023,H23,100.96
4/14/2023,H24,109.44
4/15/2023,H1,102.47
4/15/2023,H2,100.01
